48,50,51,53,55,56,59,58	True
12,13,14,16,17,17	True
10,12,14,17,20,23,26,30	True
13,14,16,18,19,25	True
2,3,4,5,8,7,9	True
19,22,21,23,21	False
49,51,53,51,53,56,56	False
16,19,22,21,25	True
20,22,25,28,25,28,34	False
38,41,43,43,44,47,50,51	True
19,22,25,26,26,29,32,29	False
31,32,32,35,35	False
43,45,46,46,50	False
70,71,72,72,78	False
43,45,49,52,55,57,59,60	False
19,21,23,27,26	True
87,88,92,94,95,98,98	False
12,15,17,19,21,25,27,31	False
58,59,60,61,63,67,70,76	False
54,57,60,63,65,66,71,73	False
78,80,82,83,84,85,90,87	True
83,84,91,93,94,97,97	False
55,57,64,65,68,71,73,77	False
59,62,65,66,71,78	False
69,67,70,72,73,74,76	True
45,44,47,50,52,51	False
42,41,43,44,47,48,48	False
70,69,70,71,74,75,77,81	False
60,59,60,61,62,65,66,71	False
29,28,27,29,32	False
55,52,55,58,61,60,63,61	False
57,55,52,53,55,56,56	False
21,18,20,18,19,22,26	False
35,34,37,35,37,44	False
61,59,59,60,62,65,68	False
43,41,44,44,46,47,50,49	False
27,26,29,31,31,33,33	False
39,36,39,39,43	False
10,9,10,10,13,18	False
41,40,43,45,47,51,52	False
16,14,18,20,21,19	False
44,42,43,44,45,49,49	False
10,9,11,15,16,19,23	False
53,51,54,57,61,66	False
3,1,2,4,10,13	False
52,50,52,58,56	False
25,23,26,29,31,32,39,39	False
9,7,9,14,17,20,24	False
10,9,10,13,14,16,22,28	False
64,64,65,66,67	True
1,1,2,3,5,6,8,6	False
53,53,56,57,60,61,61	False
35,35,36,37,40,42,44,48	False
28,28,31,32,35,41	False
34,34,35,38,36,39	False
71,71,72,71,69	False
52,52,54,51,52,55,58,58	False
39,39,42,43,42,44,46,50	False
87,87,88,86,88,91,97	False
63,63,64,64,66,67,70,73	False
41,41,44,45,45,42	False
11,11,11,14,16,16	False
78,78,81,84,84,86,90	False
30,30,30,31,34,36,43	False
61,61,64,66,67,71,73,75	False
17,17,21,22,23,20	False
84,84,88,89,89	False
15,15,19,21,24,28	False
11,11,14,18,19,26	False
47,47,53,54,57,59,60,62	False
93,93,94,99,98	False
61,61,64,65,70,71,74,74	False
64,64,67,68,75,78,79,83	False
59,59,62,69,76	False
83,87,89,92,93,95,97	True
72,76,79,82,81	False
65,69,72,74,76,76	False
20,24,27,28,30,33,37	False
2,6,9,12,13,19	False
27,31,28,31,32	True
31,35,36,38,39,37,36	False
23,27,28,30,29,32,32	False
19,23,25,23,26,29,30,34	False
43,47,44,47,50,56	False
9,13,15,17,17,19,21	False
37,41,43,43,41	False
79,83,85,87,87,87	False
17,21,21,23,27	False
20,24,27,28,30,30,33,40	False
38,42,46,48,51	False
41,45,47,51,54,53	False
48,52,54,56,60,63,63	False
21,25,29,30,34	False
73,77,78,82,83,86,93	False
71,75,81,84,85	False
79,83,89,90,92,91	False
25,29,34,37,37	False
4,8,15,18,19,23	False
15,19,22,29,30,31,38	False
69,76,77,80,83	True
5,10,13,15,18,15	False
31,36,37,38,38	False
38,45,48,49,50,51,54,58	False
15,20,23,26,28,31,38	False
11,16,14,17,19,21	True
66,73,75,77,75,76,75	False
72,77,74,76,76	False
14,21,23,24,23,26,30	False
53,58,60,63,60,62,68	False
59,65,68,71,71,73,76	False
20,25,27,29,29,31,29	False
83,89,92,95,95,97,99,99	False
50,56,58,61,61,63,67	False
48,54,54,57,58,60,65	False
75,80,84,86,89,90,93	False
19,26,28,29,33,32	False
6,11,12,16,19,19	False
74,80,83,84,85,89,91,95	False
3,10,12,16,21	False
63,70,71,76,77,80	False
55,62,69,72,73,70	False
16,21,22,24,27,29,36,36	False
38,44,51,54,58	False
9,14,19,20,23,24,30	False
39,37,35,32,34	True
52,50,47,46,44,41,39,39	True
35,34,33,31,30,27,24,20	True
75,73,70,67,62	True
20,19,18,16,14,17,14	False
44,42,43,42,40,39,40	False
59,57,56,54,55,52,50,50	False
63,60,59,62,59,57,53	False
23,21,23,22,16	False
69,66,63,63,60	True
66,64,61,59,59,58,61	False
45,43,43,40,40	False
46,44,43,43,39	False
38,37,35,32,32,27	False
90,89,87,84,80,77,76	False
60,58,57,54,50,48,49	False
88,85,83,81,80,76,76	False
51,49,45,44,40	False
80,79,77,73,67	False
80,79,76,70,68,65	False
50,49,47,41,43	False
70,67,64,63,57,57	False
32,30,24,22,20,18,14	False
81,79,73,71,68,65,59	False
86,87,86,84,81	True
89,92,90,87,88	False
67,70,67,64,61,59,58,58	False
59,60,58,55,53,51,49,45	False
51,53,51,48,45,42,41,36	False
50,53,52,50,47,45,47,46	False
59,62,61,62,64	True
63,65,63,62,60,62,62	False
96,98,99,98,96,93,89	False
63,66,63,61,64,57	False
30,32,31,31,30,29	False
17,18,15,15,14,12,13	False
1,4,3,3,3	False
13,15,15,13,10,8,4	False
62,63,60,58,58,52	False
80,82,81,77,76	False
85,88,87,84,81,80,76,79	False
86,87,85,81,78,78	False
94,97,96,94,93,90,86,82	False
58,61,57,55,54,52,46	False
17,18,15,9,7,5,3	False
25,26,24,22,16,15,12,15	False
57,58,52,51,48,47,47	False
62,64,59,57,53	False
41,43,36,34,32,31,26	False
16,16,13,10,7,6,3	True
39,39,38,37,34,35	False
32,32,30,28,27,26,25,25	False
56,56,53,50,47,43	False
60,60,58,57,54,51,45	False
29,29,30,29,26,24	False
79,79,78,80,81	False
56,56,53,52,53,53	False
48,48,45,43,46,44,40	False
80,80,79,80,75	False
34,34,34,32,31,29,26	False
11,11,11,9,7,10	False
62,62,60,60,60	False
84,84,81,81,78,76,75,71	False
54,54,54,53,51,45	False
60,60,59,58,56,55,51,50	False
85,85,84,80,81	False
95,95,93,92,88,88	False
65,65,61,60,58,54	False
95,95,91,88,81	False
79,79,72,71,70	False
46,46,39,38,41	False
40,40,33,30,30	False
40,40,34,31,28,24	False
61,61,56,54,51,44	False
43,39,36,35,33,31	True
48,44,41,40,37,35,32,35	False
53,49,46,44,41,38,38	False
45,41,40,38,36,34,32,28	False
42,38,36,33,30,27,24,19	False
62,58,55,56,54,53	False
5,1,2,1,2	False
77,73,70,73,72,70,70	False
33,29,26,28,24	False
89,85,82,85,82,76	False
84,80,79,78,78,75	False
75,71,71,70,71	False
76,72,69,67,67,64,64	False
22,18,17,15,14,11,11,7	False
31,27,27,24,19	False
57,53,50,47,43,41	False
97,93,90,86,83,85	False
50,46,44,43,41,37,34,34	False
18,14,10,9,6,2	False
69,65,61,60,59,57,55,49	False
73,69,67,65,58,57	False
22,18,12,11,13	False
25,21,20,18,17,11,10,10	False
86,82,80,74,72,69,65	False
97,93,90,84,77	False
96,91,90,88,86,85,82	True
88,83,82,79,78,76,78	False
22,15,14,13,13	False
70,65,62,60,57,53	False
43,36,34,33,32,25	False
12,7,6,4,2,5,3	False
20,13,10,8,10,9,7,8	False
85,80,79,80,77,74,74	False
18,13,10,11,10,9,5	False
49,44,45,43,41,34	False
84,79,76,76,74	False
60,53,51,51,48,45,44,46	False
48,42,39,38,37,35,35,35	False
62,56,56,54,53,52,48	False
49,42,42,40,37,31	False
94,88,86,83,82,80,76,73	False
30,25,21,20,17,18	False
65,58,57,53,52,49,49	False
35,29,25,22,21,18,14	False
37,30,28,27,23,22,21,16	False
83,77,76,70,68	False
61,54,53,48,46,47	False
48,42,40,34,33,31,29,29	False
87,80,77,70,66	False
71,66,63,57,56,55,50	False
80,81,84,86,89,91,88	True
23,25,26,27,30,32,35,35	True
82,83,85,87,88,91,95	True
42,44,47,48,49,52,54,61	True
90,91,93,94,91,94,96	False
15,18,15,17,20,21,23,20	False
86,88,89,91,88,88	False
1,4,5,8,5,9	True
57,58,59,56,58,61,63,69	False
77,79,79,80,81,82,83	True
87,90,90,93,95,96,95	False
77,79,80,82,84,85,85,85	False
43,44,46,47,48,48,49,53	False
50,52,55,56,57,60,60,67	False
29,30,32,36,39,41,44	False
70,73,76,80,81,82,79	False
5,8,10,11,15,15	False
5,8,10,14,16,18,22	False
36,38,40,42,45,48,52,58	False
84,87,89,94,97,99	False
29,31,34,35,41,38	True
43,45,47,52,55,57,57	False
68,69,71,76,80	False
79,82,83,85,92,98	False
31,29,31,34,35,38,41,42	True
91,88,89,92,95,96,97,94	False
28,25,28,30,31,34,37,37	False
48,45,46,49,53	False
18,15,17,20,27	False
84,83,85,83,84	False
9,6,8,9,8,11,10	False
87,85,86,89,92,91,94,94	False
10,8,7,10,13,16,20	False
57,56,58,55,56,57,63	False
91,89,91,92,94,94,95,96	False
27,26,28,28,30,31,33,32	False
88,85,88,90,90,90	False
72,70,71,71,75	False
19,18,18,21,27	False
85,84,87,91,93,96	False
76,73,74,75,78,79,83,81	False
78,76,78,82,83,85,85	False
6,4,8,11,14,18	False
17,14,18,19,26	False
54,53,58,60,62	False
74,73,75,80,78	False
19,16,23,24,24	False
81,79,85,88,90,91,95	False
24,21,24,25,28,34,37,44	False
86,86,89,92,93	True
73,73,75,77,79,81,83,82	False
56,56,58,61,64,65,68,68	False
24,24,25,27,28,29,31,35	False
79,79,80,82,85,91	False
93,93,95,92,94,95,96	False
9,9,11,10,11,9	False
79,79,80,77,79,79	False
1,1,4,7,8,10,9,13	False
79,79,81,83,85,84,89	False
69,69,71,73,75,76,76,79	False
94,94,94,95,96,99,97	False
28,28,31,31,32,33,33	False
71,71,72,73,73,77	False
32,32,35,36,36,41	False
78,78,79,83,84,87,89,90	False
11,11,14,18,21,23,25,24	False
19,19,21,25,28,29,29	False
78,78,82,85,86,88,90,94	False
61,61,63,67,68,75	False
23,23,28,29,31	False
31,31,38,40,38	False
84,84,89,90,92,95,96,96	False
32,32,33,38,42	False
32,32,33,34,37,42,47	False
49,53,56,58,61,64,66	True
54,58,61,62,65,66,65	False
21,25,27,30,30	False
42,46,49,50,51,55	False
58,62,63,65,66,69,72,78	False
89,93,96,94,96	False
36,40,37,39,42,44,47,46	False
81,85,86,85,88,91,91	False
15,19,20,18,19,20,21,25	False
75,79,78,80,86	False
25,29,32,34,37,37,40,43	False
42,46,49,52,55,58,58,57	False
5,9,11,13,13,16,17,17	False
83,87,87,90,91,93,97	False
19,23,24,27,27,30,36	False
18,22,23,27,29	False
8,12,13,14,18,16	False
19,23,25,29,29	False
60,64,65,69,72,73,76,80	False
29,33,34,38,39,44	False
64,68,69,70,72,78,80	False
8,12,15,18,25,26,25	False
39,43,46,47,52,52	False
41,45,47,54,58	False
3,7,12,14,15,22	False
22,27,28,30,32	True
3,10,13,15,16,15	False
44,49,51,53,53	False
1,7,9,10,11,12,13,17	False
16,21,24,25,30	False
24,29,30,29,31,33	False
39,46,49,47,50,51,49	False
20,25,23,26,26	False
39,46,47,49,48,50,54	False
18,24,25,27,26,31	False
13,18,21,21,23,24,27	False
32,37,38,38,40,43,40	False
39,46,48,50,52,52,52	False
35,40,42,43,43,46,49,53	False
41,48,48,51,53,60	False
11,17,20,24,26,28	False
